"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	91
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	93
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	90
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2007"	"2007"	"Female"	"F"	95
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2007"	"2007"	"Male"	"M"	81
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2008"	"2008"	"Female"	"F"	88
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2008"	"2008"	"Male"	"M"	91
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2009"	"2009"	"Female"	"F"	67
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2009"	"2009"	"Male"	"M"	84
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2010"	"2010"	"Female"	"F"	91
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2010"	"2010"	"Male"	"M"	87
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2011"	"2011"	"Female"	"F"	72
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2011"	"2011"	"Male"	"M"	83
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2012"	"2012"	"Female"	"F"	71
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2012"	"2012"	"Male"	"M"	87
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2013"	"2013"	"Female"	"F"	62
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2013"	"2013"	"Male"	"M"	90
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"1999"	"1999"	"Female"	"F"	234
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"1999"	"1999"	"Male"	"M"	284
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2000"	"2000"	"Female"	"F"	236
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2000"	"2000"	"Male"	"M"	251
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2001"	"2001"	"Female"	"F"	193
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2001"	"2001"	"Male"	"M"	249
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2002"	"2002"	"Female"	"F"	209
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2002"	"2002"	"Male"	"M"	218
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2003"	"2003"	"Female"	"F"	204
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2003"	"2003"	"Male"	"M"	223
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2004"	"2004"	"Female"	"F"	213
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2004"	"2004"	"Male"	"M"	234
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2005"	"2005"	"Female"	"F"	227
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2005"	"2005"	"Male"	"M"	242
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2006"	"2006"	"Female"	"F"	218
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2006"	"2006"	"Male"	"M"	238
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2007"	"2007"	"Female"	"F"	203
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2007"	"2007"	"Male"	"M"	232
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2008"	"2008"	"Female"	"F"	200
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2008"	"2008"	"Male"	"M"	247
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2009"	"2009"	"Female"	"F"	194
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2009"	"2009"	"Male"	"M"	242
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2010"	"2010"	"Female"	"F"	204
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2010"	"2010"	"Male"	"M"	229
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2011"	"2011"	"Female"	"F"	213
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2011"	"2011"	"Male"	"M"	226
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2012"	"2012"	"Female"	"F"	189
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2012"	"2012"	"Male"	"M"	242
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2013"	"2013"	"Female"	"F"	182
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2013"	"2013"	"Male"	"M"	231
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2000"	"2000"	"Male"	"M"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2001"	"2001"	"Female"	"F"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2002"	"2002"	"Female"	"F"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2003"	"2003"	"Female"	"F"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2003"	"2003"	"Male"	"M"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2004"	"2004"	"Female"	"F"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2004"	"2004"	"Male"	"M"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2005"	"2005"	"Female"	"F"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2005"	"2005"	"Male"	"M"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2006"	"2006"	"Male"	"M"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2007"	"2007"	"Female"	"F"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2007"	"2007"	"Male"	"M"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2008"	"2008"	"Female"	"F"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2008"	"2008"	"Male"	"M"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2009"	"2009"	"Female"	"F"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2009"	"2009"	"Male"	"M"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2010"	"2010"	"Male"	"M"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2013"	"2013"	"Female"	"F"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2013"	"2013"	"Male"	"M"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"1999"	"1999"	"Female"	"F"	45
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"1999"	"1999"	"Male"	"M"	90
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2000"	"2000"	"Female"	"F"	45
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2000"	"2000"	"Male"	"M"	100
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2001"	"2001"	"Female"	"F"	33
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2001"	"2001"	"Male"	"M"	88
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2002"	"2002"	"Female"	"F"	44
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2002"	"2002"	"Male"	"M"	85
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2003"	"2003"	"Female"	"F"	43
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2003"	"2003"	"Male"	"M"	110
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2004"	"2004"	"Female"	"F"	55
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2004"	"2004"	"Male"	"M"	106
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2005"	"2005"	"Female"	"F"	46
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	97
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	41
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	104
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	47
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	115
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	46
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	102
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	34
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	103
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	55
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	109
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	36
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	105
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	44
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"Male"	"M"	104
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"Female"	"F"	41
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"Male"	"M"	114
	"Oral Cavity and Pharynx"	"20010-20100"	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	33
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	80
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	44
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	66
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2001"	"2001"	"Female"	"F"	36
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2001"	"2001"	"Male"	"M"	82
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2002"	"2002"	"Female"	"F"	30
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2002"	"2002"	"Male"	"M"	95
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2003"	"2003"	"Female"	"F"	30
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2003"	"2003"	"Male"	"M"	89
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2004"	"2004"	"Female"	"F"	41
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2004"	"2004"	"Male"	"M"	87
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2005"	"2005"	"Female"	"F"	46
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2005"	"2005"	"Male"	"M"	95
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2006"	"2006"	"Female"	"F"	36
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2006"	"2006"	"Male"	"M"	82
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	42
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	95
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	50
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	103
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	36
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	90
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	36
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	102
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	111
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	40
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	110
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	49
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	107
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"1999"	"1999"	"Female"	"F"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"1999"	"1999"	"Male"	"M"	48
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2000"	"2000"	"Female"	"F"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2000"	"2000"	"Male"	"M"	46
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2001"	"2001"	"Female"	"F"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2001"	"2001"	"Male"	"M"	67
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2002"	"2002"	"Female"	"F"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2002"	"2002"	"Male"	"M"	71
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2003"	"2003"	"Female"	"F"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2003"	"2003"	"Male"	"M"	69
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2004"	"2004"	"Female"	"F"	30
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2004"	"2004"	"Male"	"M"	78
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2005"	"2005"	"Female"	"F"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2005"	"2005"	"Male"	"M"	64
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2006"	"2006"	"Female"	"F"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2006"	"2006"	"Male"	"M"	62
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2007"	"2007"	"Female"	"F"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2007"	"2007"	"Male"	"M"	71
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2008"	"2008"	"Female"	"F"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2008"	"2008"	"Male"	"M"	66
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2009"	"2009"	"Female"	"F"	32
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2009"	"2009"	"Male"	"M"	61
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2010"	"2010"	"Female"	"F"	37
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2010"	"2010"	"Male"	"M"	77
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2011"	"2011"	"Female"	"F"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2011"	"2011"	"Male"	"M"	87
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2012"	"2012"	"Female"	"F"	34
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2012"	"2012"	"Male"	"M"	71
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2013"	"2013"	"Female"	"F"	33
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2013"	"2013"	"Male"	"M"	75
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"1999"	"1999"	"Female"	"F"	309
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"1999"	"1999"	"Male"	"M"	508
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2000"	"2000"	"Female"	"F"	297
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2000"	"2000"	"Male"	"M"	503
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2001"	"2001"	"Female"	"F"	321
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2001"	"2001"	"Male"	"M"	532
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2002"	"2002"	"Female"	"F"	314
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2002"	"2002"	"Male"	"M"	576
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2003"	"2003"	"Female"	"F"	302
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2003"	"2003"	"Male"	"M"	599
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2004"	"2004"	"Female"	"F"	259
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2004"	"2004"	"Male"	"M"	542
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2005"	"2005"	"Female"	"F"	289
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2005"	"2005"	"Male"	"M"	559
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2006"	"2006"	"Female"	"F"	279
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2006"	"2006"	"Male"	"M"	587
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2007"	"2007"	"Female"	"F"	309
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2007"	"2007"	"Male"	"M"	573
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2008"	"2008"	"Female"	"F"	276
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2008"	"2008"	"Male"	"M"	593
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2009"	"2009"	"Female"	"F"	286
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2009"	"2009"	"Male"	"M"	591
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2010"	"2010"	"Female"	"F"	296
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2010"	"2010"	"Male"	"M"	626
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2011"	"2011"	"Female"	"F"	297
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2011"	"2011"	"Male"	"M"	615
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"Female"	"F"	287
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"Male"	"M"	692
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"Female"	"F"	287
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"Male"	"M"	661
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"1999"	"1999"	"Female"	"F"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"1999"	"1999"	"Male"	"M"	44
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2000"	"2000"	"Female"	"F"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2000"	"2000"	"Male"	"M"	48
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2001"	"2001"	"Female"	"F"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2001"	"2001"	"Male"	"M"	54
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2002"	"2002"	"Female"	"F"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2002"	"2002"	"Male"	"M"	52
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2003"	"2003"	"Female"	"F"	34
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2003"	"2003"	"Male"	"M"	58
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2004"	"2004"	"Female"	"F"	35
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2004"	"2004"	"Male"	"M"	47
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2005"	"2005"	"Female"	"F"	38
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2005"	"2005"	"Male"	"M"	56
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2006"	"2006"	"Female"	"F"	44
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2006"	"2006"	"Male"	"M"	53
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2007"	"2007"	"Female"	"F"	30
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2007"	"2007"	"Male"	"M"	56
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	57
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	40
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	57
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	32
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	62
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	37
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	63
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	37
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	67
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	35
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	67
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"1999"	"1999"	"Female"	"F"	33
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"1999"	"1999"	"Male"	"M"	57
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2000"	"2000"	"Female"	"F"	29
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2000"	"2000"	"Male"	"M"	46
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2001"	"2001"	"Female"	"F"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2001"	"2001"	"Male"	"M"	69
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2002"	"2002"	"Female"	"F"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2002"	"2002"	"Male"	"M"	67
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2003"	"2003"	"Female"	"F"	32
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2003"	"2003"	"Male"	"M"	47
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2004"	"2004"	"Female"	"F"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2004"	"2004"	"Male"	"M"	61
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2005"	"2005"	"Female"	"F"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2005"	"2005"	"Male"	"M"	45
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2006"	"2006"	"Female"	"F"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2006"	"2006"	"Male"	"M"	51
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2007"	"2007"	"Female"	"F"	35
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2007"	"2007"	"Male"	"M"	60
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2008"	"2008"	"Female"	"F"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2008"	"2008"	"Male"	"M"	52
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2009"	"2009"	"Female"	"F"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2009"	"2009"	"Male"	"M"	53
