"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Sex"	"Sex Code"	"States"	"States Code"	"Year"	"Year Code"	Count
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oklahoma"	"40"	"2009"	"2009"	382
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oklahoma"	"40"	"2010"	"2010"	421
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oklahoma"	"40"	"2011"	"2011"	388
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oklahoma"	"40"	"2012"	"2012"	385
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oklahoma"	"40"	"2013"	"2013"	415
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"1999"	"1999"	271
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2000"	"2000"	267
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2001"	"2001"	271
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2002"	"2002"	261
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2003"	"2003"	295
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2004"	"2004"	298
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2005"	"2005"	287
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2006"	"2006"	300
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2007"	"2007"	309
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2008"	"2008"	313
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2009"	"2009"	327
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2010"	"2010"	301
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2011"	"2011"	393
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2012"	"2012"	410
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Oregon"	"41"	"2013"	"2013"	438
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"1999"	"1999"	921
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2000"	"2000"	939
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2001"	"2001"	943
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2002"	"2002"	969
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2003"	"2003"	1007
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2004"	"2004"	996
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2005"	"2005"	1035
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2006"	"2006"	1081
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2007"	"2007"	1116
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2008"	"2008"	1138
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2009"	"2009"	1167
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2010"	"2010"	1214
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2011"	"2011"	1314
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2012"	"2012"	1278
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Pennsylvania"	"42"	"2013"	"2013"	1341
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"1999"	"1999"	77
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2000"	"2000"	82
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2001"	"2001"	57
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2002"	"2002"	76
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2003"	"2003"	84
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2004"	"2004"	86
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2005"	"2005"	78
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2006"	"2006"	82
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2007"	"2007"	97
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2008"	"2008"	89
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2009"	"2009"	93
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2010"	"2010"	120
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2011"	"2011"	85
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2012"	"2012"	94
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Rhode Island"	"44"	"2013"	"2013"	98
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"1999"	"1999"	369
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2000"	"2000"	346
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2001"	"2001"	360
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2002"	"2002"	397
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2003"	"2003"	337
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2004"	"2004"	412
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2005"	"2005"	435
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2006"	"2006"	377
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2007"	"2007"	448
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2008"	"2008"	431
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2009"	"2009"	478
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2010"	"2010"	474
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2011"	"2011"	490
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2012"	"2012"	506
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Carolina"	"45"	"2013"	"2013"	559
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2001"	"2001"	57
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2002"	"2002"	70
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2003"	"2003"	56
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2004"	"2004"	72
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2005"	"2005"	47
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2006"	"2006"	53
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2007"	"2007"	60
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2008"	"2008"	71
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2009"	"2009"	58
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2010"	"2010"	79
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2011"	"2011"	76
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2012"	"2012"	90
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"South Dakota"	"46"	"2013"	"2013"	78
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2003"	"2003"	461
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2004"	"2004"	473
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2005"	"2005"	506
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2006"	"2006"	540
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2007"	"2007"	538
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2008"	"2008"	584
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2009"	"2009"	636
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2010"	"2010"	649
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2011"	"2011"	659
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2012"	"2012"	684
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Tennessee"	"47"	"2013"	"2013"	705
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"1999"	"1999"	1357
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2000"	"2000"	1340
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2001"	"2001"	1429
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2002"	"2002"	1468
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2003"	"2003"	1527
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2004"	"2004"	1515
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2005"	"2005"	1507
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2006"	"2006"	1541
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2007"	"2007"	1668
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2008"	"2008"	1794
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2009"	"2009"	1817
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2010"	"2010"	1747
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2011"	"2011"	1957
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2012"	"2012"	1933
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Texas"	"48"	"2013"	"2013"	2051
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"1999"	"1999"	82
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2000"	"2000"	83
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2001"	"2001"	97
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2002"	"2002"	103
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2003"	"2003"	99
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2004"	"2004"	104
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2005"	"2005"	115
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2006"	"2006"	98
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2007"	"2007"	108
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2008"	"2008"	115
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2009"	"2009"	114
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2010"	"2010"	115
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2011"	"2011"	130
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2012"	"2012"	159
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Utah"	"49"	"2013"	"2013"	138
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"1999"	"1999"	51
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2000"	"2000"	40
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2001"	"2001"	49
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2002"	"2002"	45
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2003"	"2003"	50
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2004"	"2004"	56
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2005"	"2005"	52
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2006"	"2006"	75
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2007"	"2007"	62
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2008"	"2008"	49
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2009"	"2009"	70
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2010"	"2010"	70
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2011"	"2011"	51
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2012"	"2012"	74
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Vermont"	"50"	"2013"	"2013"	68
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2003"	"2003"	519
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2004"	"2004"	503
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2005"	"2005"	539
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2006"	"2006"	566
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2007"	"2007"	675
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2008"	"2008"	624
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2009"	"2009"	653
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2010"	"2010"	654
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2011"	"2011"	668
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2012"	"2012"	668
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Virginia"	"51"	"2013"	"2013"	776
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"1999"	"1999"	370
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2000"	"2000"	395
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2001"	"2001"	437
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2002"	"2002"	427
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2003"	"2003"	443
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2004"	"2004"	506
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2005"	"2005"	479
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2006"	"2006"	491
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2007"	"2007"	538
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2008"	"2008"	554
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2009"	"2009"	554
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2010"	"2010"	606
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2011"	"2011"	602
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2012"	"2012"	586
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Washington"	"53"	"2013"	"2013"	708
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"1999"	"1999"	153
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2000"	"2000"	146
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2001"	"2001"	165
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2002"	"2002"	151
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2003"	"2003"	166
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2004"	"2004"	156
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2005"	"2005"	188
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2006"	"2006"	167
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2007"	"2007"	202
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2008"	"2008"	204
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2009"	"2009"	165
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2010"	"2010"	223
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2011"	"2011"	226
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2012"	"2012"	215
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"West Virginia"	"54"	"2013"	"2013"	221
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"1999"	"1999"	460
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2000"	"2000"	391
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2001"	"2001"	418
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2002"	"2002"	388
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2003"	"2003"	439
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2004"	"2004"	450
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2005"	"2005"	422
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2006"	"2006"	427
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2007"	"2007"	450
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2008"	"2008"	452
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2009"	"2009"	497
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2010"	"2010"	512
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2011"	"2011"	584
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2012"	"2012"	562
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wisconsin"	"55"	"2013"	"2013"	580
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"1999"	"1999"	36
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2000"	"2000"	37
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2001"	"2001"	29
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2002"	"2002"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2003"	"2003"	40
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2004"	"2004"	40
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2005"	"2005"	30
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2006"	"2006"	40
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2007"	"2007"	34
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2008"	"2008"	68
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2009"	"2009"	36
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2010"	"2010"	47
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2011"	"2011"	51
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2012"	"2012"	48
	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"Wyoming"	"56"	"2013"	"2013"	47
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"1999"	"1999"	309
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2000"	"2000"	352
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2001"	"2001"	344
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2002"	"2002"	387
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2003"	"2003"	286
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2004"	"2004"	349
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2005"	"2005"	343
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2006"	"2006"	340
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2007"	"2007"	318
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2008"	"2008"	385
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2009"	"2009"	362
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2010"	"2010"	344
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2011"	"2011"	331
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2012"	"2012"	354
	"Ovary"	"27040"	"Female"	"F"	"Alabama"	"01"	"2013"	"2013"	362
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"1999"	"1999"	29
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2000"	"2000"	35
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2001"	"2001"	17
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2002"	"2002"	33
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2003"	"2003"	43
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2004"	"2004"	30
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2005"	"2005"	40
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2006"	"2006"	31
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2007"	"2007"	41
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2008"	"2008"	30
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2009"	"2009"	32
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2010"	"2010"	29
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2011"	"2011"	47
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2012"	"2012"	40
	"Ovary"	"27040"	"Female"	"F"	"Alaska"	"02"	"2013"	"2013"	34
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"1999"	"1999"	320
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2000"	"2000"	359
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2001"	"2001"	383
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2002"	"2002"	380
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2003"	"2003"	408
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2004"	"2004"	414
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2005"	"2005"	378
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2006"	"2006"	421
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2007"	"2007"	420
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2008"	"2008"	424
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2009"	"2009"	432
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2010"	"2010"	451
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2011"	"2011"	423
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2012"	"2012"	448
	"Ovary"	"27040"	"Female"	"F"	"Arizona"	"04"	"2013"	"2013"	379
	"Ovary"	"27040"	"Female"	"F"	"Arkansas"	"05"	"2001"	"2001"	196
