"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Urinary Bladder"	"29010"	"Alabama"	"01"	"2011"	"2011"	"Black or African American"	"2054-5"	30
	"Urinary Bladder"	"29010"	"Alabama"	"01"	"2011"	"2011"	"White"	"2106-3"	197
	"Urinary Bladder"	"29010"	"Alabama"	"01"	"2012"	"2012"	"Black or African American"	"2054-5"	32
	"Urinary Bladder"	"29010"	"Alabama"	"01"	"2012"	"2012"	"White"	"2106-3"	200
	"Urinary Bladder"	"29010"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	26
	"Urinary Bladder"	"29010"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	175
	"Urinary Bladder"	"29010"	"Alaska"	"02"	"2003"	"2003"	"White"	"2106-3"	19
	"Urinary Bladder"	"29010"	"Alaska"	"02"	"2008"	"2008"	"White"	"2106-3"	19
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"1999"	"1999"	"White"	"2106-3"	200
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2000"	"2000"	"White"	"2106-3"	223
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2001"	"2001"	"White"	"2106-3"	213
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2002"	"2002"	"White"	"2106-3"	206
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2003"	"2003"	"White"	"2106-3"	225
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2004"	"2004"	"White"	"2106-3"	237
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	245
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	240
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	266
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	252
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2009"	"2009"	"White"	"2106-3"	258
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	245
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	328
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	309
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	291
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"1999"	"1999"	"White"	"2106-3"	98
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2000"	"2000"	"White"	"2106-3"	103
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2001"	"2001"	"White"	"2106-3"	107
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2002"	"2002"	"Black or African American"	"2054-5"	16
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2002"	"2002"	"White"	"2106-3"	115
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2003"	"2003"	"White"	"2106-3"	99
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2004"	"2004"	"White"	"2106-3"	121
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2005"	"2005"	"Black or African American"	"2054-5"	18
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2005"	"2005"	"White"	"2106-3"	104
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2006"	"2006"	"White"	"2106-3"	97
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2007"	"2007"	"Black or African American"	"2054-5"	17
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2007"	"2007"	"White"	"2106-3"	138
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2008"	"2008"	"White"	"2106-3"	130
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2009"	"2009"	"White"	"2106-3"	133
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2010"	"2010"	"White"	"2106-3"	143
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2011"	"2011"	"White"	"2106-3"	136
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2012"	"2012"	"White"	"2106-3"	154
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2013"	"2013"	"Black or African American"	"2054-5"	16
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2013"	"2013"	"White"	"2106-3"	143
	"Urinary Bladder"	"29010"	"California"	"06"	"1999"	"1999"	"Asian or Pacific Islander"	"A-PI"	45
	"Urinary Bladder"	"29010"	"California"	"06"	"1999"	"1999"	"Black or African American"	"2054-5"	74
	"Urinary Bladder"	"29010"	"California"	"06"	"1999"	"1999"	"White"	"2106-3"	1062
	"Urinary Bladder"	"29010"	"California"	"06"	"2000"	"2000"	"Asian or Pacific Islander"	"A-PI"	34
	"Urinary Bladder"	"29010"	"California"	"06"	"2000"	"2000"	"Black or African American"	"2054-5"	50
	"Urinary Bladder"	"29010"	"California"	"06"	"2000"	"2000"	"White"	"2106-3"	992
	"Urinary Bladder"	"29010"	"California"	"06"	"2001"	"2001"	"Asian or Pacific Islander"	"A-PI"	64
	"Urinary Bladder"	"29010"	"California"	"06"	"2001"	"2001"	"Black or African American"	"2054-5"	60
	"Urinary Bladder"	"29010"	"California"	"06"	"2001"	"2001"	"White"	"2106-3"	1068
	"Urinary Bladder"	"29010"	"California"	"06"	"2002"	"2002"	"Asian or Pacific Islander"	"A-PI"	61
	"Urinary Bladder"	"29010"	"California"	"06"	"2002"	"2002"	"Black or African American"	"2054-5"	62
	"Urinary Bladder"	"29010"	"California"	"06"	"2002"	"2002"	"White"	"2106-3"	1159
	"Urinary Bladder"	"29010"	"California"	"06"	"2003"	"2003"	"Asian or Pacific Islander"	"A-PI"	58
	"Urinary Bladder"	"29010"	"California"	"06"	"2003"	"2003"	"Black or African American"	"2054-5"	74
	"Urinary Bladder"	"29010"	"California"	"06"	"2003"	"2003"	"White"	"2106-3"	1101
	"Urinary Bladder"	"29010"	"California"	"06"	"2004"	"2004"	"Asian or Pacific Islander"	"A-PI"	62
	"Urinary Bladder"	"29010"	"California"	"06"	"2004"	"2004"	"Black or African American"	"2054-5"	74
	"Urinary Bladder"	"29010"	"California"	"06"	"2004"	"2004"	"White"	"2106-3"	1178
	"Urinary Bladder"	"29010"	"California"	"06"	"2005"	"2005"	"Asian or Pacific Islander"	"A-PI"	62
	"Urinary Bladder"	"29010"	"California"	"06"	"2005"	"2005"	"Black or African American"	"2054-5"	78
	"Urinary Bladder"	"29010"	"California"	"06"	"2005"	"2005"	"White"	"2106-3"	1226
	"Urinary Bladder"	"29010"	"California"	"06"	"2006"	"2006"	"Asian or Pacific Islander"	"A-PI"	64
	"Urinary Bladder"	"29010"	"California"	"06"	"2006"	"2006"	"Black or African American"	"2054-5"	78
	"Urinary Bladder"	"29010"	"California"	"06"	"2006"	"2006"	"White"	"2106-3"	1207
	"Urinary Bladder"	"29010"	"California"	"06"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	61
	"Urinary Bladder"	"29010"	"California"	"06"	"2007"	"2007"	"Black or African American"	"2054-5"	82
	"Urinary Bladder"	"29010"	"California"	"06"	"2007"	"2007"	"White"	"2106-3"	1238
	"Urinary Bladder"	"29010"	"California"	"06"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	84
	"Urinary Bladder"	"29010"	"California"	"06"	"2008"	"2008"	"Black or African American"	"2054-5"	70
	"Urinary Bladder"	"29010"	"California"	"06"	"2008"	"2008"	"White"	"2106-3"	1169
	"Urinary Bladder"	"29010"	"California"	"06"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	82
	"Urinary Bladder"	"29010"	"California"	"06"	"2009"	"2009"	"Black or African American"	"2054-5"	85
	"Urinary Bladder"	"29010"	"California"	"06"	"2009"	"2009"	"White"	"2106-3"	1154
	"Urinary Bladder"	"29010"	"California"	"06"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	87
	"Urinary Bladder"	"29010"	"California"	"06"	"2010"	"2010"	"Black or African American"	"2054-5"	78
	"Urinary Bladder"	"29010"	"California"	"06"	"2010"	"2010"	"White"	"2106-3"	1268
	"Urinary Bladder"	"29010"	"California"	"06"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	74
	"Urinary Bladder"	"29010"	"California"	"06"	"2011"	"2011"	"Black or African American"	"2054-5"	72
	"Urinary Bladder"	"29010"	"California"	"06"	"2011"	"2011"	"White"	"2106-3"	1294
	"Urinary Bladder"	"29010"	"California"	"06"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	99
	"Urinary Bladder"	"29010"	"California"	"06"	"2012"	"2012"	"Black or African American"	"2054-5"	80
	"Urinary Bladder"	"29010"	"California"	"06"	"2012"	"2012"	"White"	"2106-3"	1338
	"Urinary Bladder"	"29010"	"California"	"06"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	104
	"Urinary Bladder"	"29010"	"California"	"06"	"2013"	"2013"	"Black or African American"	"2054-5"	89
	"Urinary Bladder"	"29010"	"California"	"06"	"2013"	"2013"	"White"	"2106-3"	1364
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"1999"	"1999"	"White"	"2106-3"	122
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2000"	"2000"	"White"	"2106-3"	113
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2001"	"2001"	"White"	"2106-3"	127
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2002"	"2002"	"White"	"2106-3"	147
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2003"	"2003"	"White"	"2106-3"	135
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2004"	"2004"	"White"	"2106-3"	151
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2005"	"2005"	"White"	"2106-3"	148
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2006"	"2006"	"White"	"2106-3"	166
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2007"	"2007"	"White"	"2106-3"	159
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2008"	"2008"	"White"	"2106-3"	154
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2009"	"2009"	"White"	"2106-3"	149
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2010"	"2010"	"White"	"2106-3"	175
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2011"	"2011"	"White"	"2106-3"	179
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2012"	"2012"	"White"	"2106-3"	197
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2013"	"2013"	"White"	"2106-3"	199
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"1999"	"1999"	"White"	"2106-3"	163
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2000"	"2000"	"White"	"2106-3"	169
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2001"	"2001"	"White"	"2106-3"	153
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2002"	"2002"	"White"	"2106-3"	186
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2003"	"2003"	"White"	"2106-3"	189
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2004"	"2004"	"White"	"2106-3"	171
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2005"	"2005"	"White"	"2106-3"	196
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2006"	"2006"	"White"	"2106-3"	200
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2007"	"2007"	"White"	"2106-3"	196
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2008"	"2008"	"White"	"2106-3"	179
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2009"	"2009"	"White"	"2106-3"	187
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2010"	"2010"	"White"	"2106-3"	208
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2011"	"2011"	"White"	"2106-3"	222
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2012"	"2012"	"White"	"2106-3"	207
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2013"	"2013"	"White"	"2106-3"	215
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"1999"	"1999"	"White"	"2106-3"	33
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2000"	"2000"	"White"	"2106-3"	37
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2001"	"2001"	"White"	"2106-3"	26
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2002"	"2002"	"White"	"2106-3"	44
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2003"	"2003"	"White"	"2106-3"	37
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2004"	"2004"	"White"	"2106-3"	50
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2005"	"2005"	"White"	"2106-3"	51
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2006"	"2006"	"White"	"2106-3"	47
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2007"	"2007"	"White"	"2106-3"	37
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2008"	"2008"	"White"	"2106-3"	41
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2009"	"2009"	"White"	"2106-3"	41
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2010"	"2010"	"White"	"2106-3"	48
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2011"	"2011"	"White"	"2106-3"	42
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2012"	"2012"	"White"	"2106-3"	40
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2013"	"2013"	"White"	"2106-3"	41
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"1999"	"1999"	"Black or African American"	"2054-5"	18
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2000"	"2000"	"Black or African American"	"2054-5"	22
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2001"	"2001"	"Black or African American"	"2054-5"	16
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2002"	"2002"	"Black or African American"	"2054-5"	22
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2003"	"2003"	"Black or African American"	"2054-5"	33
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2004"	"2004"	"Black or African American"	"2054-5"	18
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2005"	"2005"	"Black or African American"	"2054-5"	18
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2006"	"2006"	"Black or African American"	"2054-5"	19
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2007"	"2007"	"Black or African American"	"2054-5"	17
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2008"	"2008"	"Black or African American"	"2054-5"	17
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2011"	"2011"	"Black or African American"	"2054-5"	23
	"Urinary Bladder"	"29010"	"Florida"	"12"	"1999"	"1999"	"Black or African American"	"2054-5"	49
	"Urinary Bladder"	"29010"	"Florida"	"12"	"1999"	"1999"	"White"	"2106-3"	815
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2000"	"2000"	"Black or African American"	"2054-5"	54
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2000"	"2000"	"White"	"2106-3"	930
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2001"	"2001"	"Black or African American"	"2054-5"	55
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2001"	"2001"	"White"	"2106-3"	848
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2002"	"2002"	"Black or African American"	"2054-5"	57
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2002"	"2002"	"White"	"2106-3"	954
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2003"	"2003"	"Black or African American"	"2054-5"	43
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2003"	"2003"	"White"	"2106-3"	908
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2004"	"2004"	"Black or African American"	"2054-5"	63
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2004"	"2004"	"White"	"2106-3"	996
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2005"	"2005"	"Black or African American"	"2054-5"	70
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2005"	"2005"	"White"	"2106-3"	992
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2006"	"2006"	"Black or African American"	"2054-5"	66
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2006"	"2006"	"White"	"2106-3"	995
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2007"	"2007"	"Black or African American"	"2054-5"	71
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2007"	"2007"	"White"	"2106-3"	1044
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2008"	"2008"	"Black or African American"	"2054-5"	67
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2008"	"2008"	"White"	"2106-3"	1065
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2009"	"2009"	"Black or African American"	"2054-5"	68
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2009"	"2009"	"White"	"2106-3"	1098
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2010"	"2010"	"Black or African American"	"2054-5"	49
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2010"	"2010"	"White"	"2106-3"	1070
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2011"	"2011"	"Black or African American"	"2054-5"	63
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2011"	"2011"	"White"	"2106-3"	1126
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2012"	"2012"	"Black or African American"	"2054-5"	76
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2012"	"2012"	"White"	"2106-3"	1158
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2013"	"2013"	"Black or African American"	"2054-5"	88
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2013"	"2013"	"White"	"2106-3"	1154
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"1999"	"1999"	"Black or African American"	"2054-5"	44
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"1999"	"1999"	"White"	"2106-3"	195
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2000"	"2000"	"Black or African American"	"2054-5"	53
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2000"	"2000"	"White"	"2106-3"	215
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2001"	"2001"	"Black or African American"	"2054-5"	62
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2001"	"2001"	"White"	"2106-3"	210
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2002"	"2002"	"Black or African American"	"2054-5"	62
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2002"	"2002"	"White"	"2106-3"	207
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2003"	"2003"	"Black or African American"	"2054-5"	61
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2003"	"2003"	"White"	"2106-3"	209
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2004"	"2004"	"Black or African American"	"2054-5"	43
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2004"	"2004"	"White"	"2106-3"	202
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2005"	"2005"	"Black or African American"	"2054-5"	65
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2005"	"2005"	"White"	"2106-3"	220
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2006"	"2006"	"Black or African American"	"2054-5"	57
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2006"	"2006"	"White"	"2106-3"	200
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2007"	"2007"	"Black or African American"	"2054-5"	60
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2007"	"2007"	"White"	"2106-3"	266
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2008"	"2008"	"Black or African American"	"2054-5"	64
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2008"	"2008"	"White"	"2106-3"	265
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2009"	"2009"	"Black or African American"	"2054-5"	53
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2009"	"2009"	"White"	"2106-3"	289
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2010"	"2010"	"Black or African American"	"2054-5"	60
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2010"	"2010"	"White"	"2106-3"	294
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2011"	"2011"	"Black or African American"	"2054-5"	80
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2011"	"2011"	"White"	"2106-3"	305
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2012"	"2012"	"Black or African American"	"2054-5"	62
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2012"	"2012"	"White"	"2106-3"	318
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2013"	"2013"	"Black or African American"	"2054-5"	76
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2013"	"2013"	"White"	"2106-3"	336
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"1999"	"1999"	"Asian or Pacific Islander"	"A-PI"	23
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"1999"	"1999"	"White"	"2106-3"	19
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2000"	"2000"	"Asian or Pacific Islander"	"A-PI"	20
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2001"	"2001"	"Asian or Pacific Islander"	"A-PI"	25
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2002"	"2002"	"Asian or Pacific Islander"	"A-PI"	22
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2003"	"2003"	"Asian or Pacific Islander"	"A-PI"	25
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2004"	"2004"	"Asian or Pacific Islander"	"A-PI"	31
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2005"	"2005"	"Asian or Pacific Islander"	"A-PI"	27
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2006"	"2006"	"Asian or Pacific Islander"	"A-PI"	22
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2006"	"2006"	"White"	"2106-3"	17
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	24
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2007"	"2007"	"White"	"2106-3"	18
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	17
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2008"	"2008"	"White"	"2106-3"	22
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	30
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2009"	"2009"	"White"	"2106-3"	21
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	27
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2010"	"2010"	"White"	"2106-3"	18
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	28
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2012"	"2012"	"White"	"2106-3"	21
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	28
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2013"	"2013"	"White"	"2106-3"	25
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"1999"	"1999"	"White"	"2106-3"	48
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	52
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	63
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	56
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	54
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	47
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2005"	"2005"	"White"	"2106-3"	57
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2006"	"2006"	"White"	"2106-3"	61
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2007"	"2007"	"White"	"2106-3"	68
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2008"	"2008"	"White"	"2106-3"	70
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2009"	"2009"	"White"	"2106-3"	55
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2010"	"2010"	"White"	"2106-3"	62
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2011"	"2011"	"White"	"2106-3"	70
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2012"	"2012"	"White"	"2106-3"	68
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2013"	"2013"	"White"	"2106-3"	83
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"1999"	"1999"	"Black or African American"	"2054-5"	56
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"1999"	"1999"	"White"	"2106-3"	501
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	53
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	486
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	51
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	467
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	47
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	463
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	44
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	510
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	48
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	521
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2005"	"2005"	"Black or African American"	"2054-5"	46
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2005"	"2005"	"White"	"2106-3"	508
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2006"	"2006"	"Black or African American"	"2054-5"	55
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2006"	"2006"	"White"	"2106-3"	522
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2007"	"2007"	"Black or African American"	"2054-5"	64
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2007"	"2007"	"White"	"2106-3"	504
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2008"	"2008"	"Black or African American"	"2054-5"	49
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2008"	"2008"	"White"	"2106-3"	562
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2009"	"2009"	"Black or African American"	"2054-5"	64
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2009"	"2009"	"White"	"2106-3"	531
