"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	"White"	"2106-3"	85
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	"White"	"2106-3"	93
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"Black or African American"	"2054-5"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"White"	"2106-3"	66
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"Black or African American"	"2054-5"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"White"	"2106-3"	71
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"Black or African American"	"2054-5"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"White"	"2106-3"	61
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"Black or African American"	"2054-5"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"White"	"2106-3"	76
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"Black or African American"	"2054-5"	32
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"White"	"2106-3"	74
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	"White"	"2106-3"	69
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Augusta-Richmond County, GA-SC  "	"12260"	"2006"	"2006"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Augusta-Richmond County, GA-SC  "	"12260"	"2007"	"2007"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Augusta-Richmond County, GA-SC  "	"12260"	"2008"	"2008"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Augusta-Richmond County, GA-SC  "	"12260"	"2010"	"2010"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Augusta-Richmond County, GA-SC  "	"12260"	"2013"	"2013"	"White"	"2106-3"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"1999"	"1999"	"White"	"2106-3"	35
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2000"	"2000"	"White"	"2106-3"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2001"	"2001"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2002"	"2002"	"White"	"2106-3"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2003"	"2003"	"White"	"2106-3"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2004"	"2004"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2005"	"2005"	"White"	"2106-3"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2006"	"2006"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2007"	"2007"	"White"	"2106-3"	32
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2008"	"2008"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2009"	"2009"	"White"	"2106-3"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2010"	"2010"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2012"	"2012"	"White"	"2106-3"	33
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Austin-Round Rock, TX  "	"12420"	"2013"	"2013"	"White"	"2106-3"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bakersfield, CA  "	"12540"	"1999"	"1999"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bakersfield, CA  "	"12540"	"2002"	"2002"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bakersfield, CA  "	"12540"	"2003"	"2003"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bakersfield, CA  "	"12540"	"2004"	"2004"	"White"	"2106-3"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bakersfield, CA  "	"12540"	"2006"	"2006"	"White"	"2106-3"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bakersfield, CA  "	"12540"	"2007"	"2007"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bakersfield, CA  "	"12540"	"2011"	"2011"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bakersfield, CA  "	"12540"	"2012"	"2012"	"White"	"2106-3"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bakersfield, CA  "	"12540"	"2013"	"2013"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"1999"	"1999"	"Black or African American"	"2054-5"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"1999"	"1999"	"White"	"2106-3"	71
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2000"	"2000"	"White"	"2106-3"	75
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2001"	"2001"	"White"	"2106-3"	95
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2002"	"2002"	"White"	"2106-3"	70
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2003"	"2003"	"White"	"2106-3"	75
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	"Black or African American"	"2054-5"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	"White"	"2106-3"	76
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2005"	"2005"	"White"	"2106-3"	69
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2006"	"2006"	"White"	"2106-3"	59
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2007"	"2007"	"White"	"2106-3"	57
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2008"	"2008"	"White"	"2106-3"	72
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2009"	"2009"	"White"	"2106-3"	60
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2010"	"2010"	"White"	"2106-3"	48
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2011"	"2011"	"Black or African American"	"2054-5"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2011"	"2011"	"White"	"2106-3"	54
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2012"	"2012"	"White"	"2106-3"	51
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2013"	"2013"	"White"	"2106-3"	58
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baton Rouge, LA  "	"12940"	"1999"	"1999"	"White"	"2106-3"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baton Rouge, LA  "	"12940"	"2000"	"2000"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baton Rouge, LA  "	"12940"	"2001"	"2001"	"White"	"2106-3"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baton Rouge, LA  "	"12940"	"2002"	"2002"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baton Rouge, LA  "	"12940"	"2005"	"2005"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baton Rouge, LA  "	"12940"	"2006"	"2006"	"White"	"2106-3"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baton Rouge, LA  "	"12940"	"2007"	"2007"	"White"	"2106-3"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baton Rouge, LA  "	"12940"	"2010"	"2010"	"White"	"2106-3"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Baton Rouge, LA  "	"12940"	"2012"	"2012"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"1999"	"1999"	"White"	"2106-3"	43
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2000"	"2000"	"White"	"2106-3"	34
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2001"	"2001"	"White"	"2106-3"	32
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2002"	"2002"	"White"	"2106-3"	32
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2003"	"2003"	"White"	"2106-3"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2004"	"2004"	"White"	"2106-3"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2005"	"2005"	"White"	"2106-3"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2006"	"2006"	"White"	"2106-3"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2007"	"2007"	"White"	"2106-3"	30
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2008"	"2008"	"White"	"2106-3"	41
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2009"	"2009"	"White"	"2106-3"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2010"	"2010"	"White"	"2106-3"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2011"	"2011"	"White"	"2106-3"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2012"	"2012"	"White"	"2106-3"	38
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Birmingham-Hoover, AL  "	"13820"	"2013"	"2013"	"White"	"2106-3"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boise City, ID  "	"14260"	"2000"	"2000"	"White"	"2106-3"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boise City, ID  "	"14260"	"2003"	"2003"	"White"	"2106-3"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boise City, ID  "	"14260"	"2004"	"2004"	"White"	"2106-3"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boise City, ID  "	"14260"	"2006"	"2006"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boise City, ID  "	"14260"	"2007"	"2007"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boise City, ID  "	"14260"	"2011"	"2011"	"White"	"2106-3"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boise City, ID  "	"14260"	"2013"	"2013"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"1999"	"1999"	"White"	"2106-3"	187
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2000"	"2000"	"White"	"2106-3"	157
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2001"	"2001"	"White"	"2106-3"	185
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2002"	"2002"	"White"	"2106-3"	185
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2003"	"2003"	"White"	"2106-3"	154
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2004"	"2004"	"White"	"2106-3"	172
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2005"	"2005"	"White"	"2106-3"	158
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2006"	"2006"	"White"	"2106-3"	153
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2007"	"2007"	"White"	"2106-3"	133
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2008"	"2008"	"White"	"2106-3"	143
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2009"	"2009"	"White"	"2106-3"	131
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2010"	"2010"	"White"	"2106-3"	112
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2011"	"2011"	"White"	"2106-3"	122
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2012"	"2012"	"White"	"2106-3"	134
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2013"	"2013"	"White"	"2106-3"	138
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"1999"	"1999"	"White"	"2106-3"	35
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2000"	"2000"	"White"	"2106-3"	39
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2001"	"2001"	"White"	"2106-3"	44
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2002"	"2002"	"White"	"2106-3"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2003"	"2003"	"White"	"2106-3"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2004"	"2004"	"White"	"2106-3"	34
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2005"	"2005"	"White"	"2106-3"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2006"	"2006"	"White"	"2106-3"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2007"	"2007"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2008"	"2008"	"White"	"2106-3"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2009"	"2009"	"White"	"2106-3"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2010"	"2010"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2011"	"2011"	"White"	"2106-3"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2012"	"2012"	"White"	"2106-3"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2013"	"2013"	"White"	"2106-3"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"1999"	"1999"	"White"	"2106-3"	62
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2000"	"2000"	"White"	"2106-3"	57
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2001"	"2001"	"White"	"2106-3"	41
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2002"	"2002"	"White"	"2106-3"	42
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2003"	"2003"	"White"	"2106-3"	48
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2004"	"2004"	"White"	"2106-3"	61
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2005"	"2005"	"White"	"2106-3"	49
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2006"	"2006"	"White"	"2106-3"	57
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2007"	"2007"	"White"	"2106-3"	32
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2008"	"2008"	"White"	"2106-3"	48
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2009"	"2009"	"White"	"2106-3"	54
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2010"	"2010"	"White"	"2106-3"	41
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2011"	"2011"	"White"	"2106-3"	41
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2012"	"2012"	"White"	"2106-3"	46
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2013"	"2013"	"White"	"2106-3"	50
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"1999"	"1999"	"White"	"2106-3"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2000"	"2000"	"White"	"2106-3"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2001"	"2001"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2002"	"2002"	"White"	"2106-3"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2003"	"2003"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2004"	"2004"	"White"	"2106-3"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2005"	"2005"	"White"	"2106-3"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2006"	"2006"	"White"	"2106-3"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2007"	"2007"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2008"	"2008"	"White"	"2106-3"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2009"	"2009"	"White"	"2106-3"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2010"	"2010"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2012"	"2012"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cape Coral-Fort Myers, FL  "	"15980"	"2013"	"2013"	"White"	"2106-3"	33
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charleston-North Charleston, SC  "	"16700"	"2000"	"2000"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charleston-North Charleston, SC  "	"16700"	"2003"	"2003"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"1999"	"1999"	"White"	"2106-3"	48
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2000"	"2000"	"White"	"2106-3"	48
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2001"	"2001"	"White"	"2106-3"	52
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2002"	"2002"	"White"	"2106-3"	51
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2003"	"2003"	"White"	"2106-3"	40
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2004"	"2004"	"White"	"2106-3"	44
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2005"	"2005"	"White"	"2106-3"	36
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2006"	"2006"	"White"	"2106-3"	49
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2007"	"2007"	"White"	"2106-3"	34
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2008"	"2008"	"White"	"2106-3"	34
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2009"	"2009"	"White"	"2106-3"	46
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2010"	"2010"	"White"	"2106-3"	60
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2011"	"2011"	"White"	"2106-3"	47
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2012"	"2012"	"White"	"2106-3"	41
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2013"	"2013"	"White"	"2106-3"	47
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"1999"	"1999"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2000"	"2000"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2001"	"2001"	"White"	"2106-3"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2002"	"2002"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2003"	"2003"	"White"	"2106-3"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2005"	"2005"	"White"	"2106-3"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2006"	"2006"	"White"	"2106-3"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2007"	"2007"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2008"	"2008"	"White"	"2106-3"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2009"	"2009"	"White"	"2106-3"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2010"	"2010"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2011"	"2011"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chattanooga, TN-GA  "	"16860"	"2012"	"2012"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"1999"	"1999"	"Black or African American"	"2054-5"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"1999"	"1999"	"White"	"2106-3"	296
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2000"	"2000"	"Black or African American"	"2054-5"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2000"	"2000"	"White"	"2106-3"	268
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2001"	"2001"	"Black or African American"	"2054-5"	34
