"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Sex"	"Sex Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Count
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2006"	"2006"	318
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2007"	"2007"	320
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2008"	"2008"	371
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2009"	"2009"	352
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2010"	"2010"	304
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2011"	"2011"	335
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2012"	"2012"	340
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2013"	"2013"	301
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"1999"	"1999"	168
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2000"	"2000"	168
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2001"	"2001"	177
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2002"	"2002"	151
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2003"	"2003"	150
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2004"	"2004"	154
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2005"	"2005"	157
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2006"	"2006"	148
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2007"	"2007"	188
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2008"	"2008"	154
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2009"	"2009"	186
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2010"	"2010"	146
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2011"	"2011"	172
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2012"	"2012"	154
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cape Coral-Fort Myers, FL  "	"15980"	"2013"	"2013"	151
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"1999"	"1999"	83
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2000"	"2000"	63
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2001"	"2001"	50
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2002"	"2002"	74
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2003"	"2003"	79
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2004"	"2004"	67
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2005"	"2005"	88
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2006"	"2006"	71
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2007"	"2007"	70
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2008"	"2008"	70
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2009"	"2009"	70
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2010"	"2010"	66
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2011"	"2011"	111
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2012"	"2012"	99
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charleston-North Charleston, SC  "	"16700"	"2013"	"2013"	115
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"1999"	"1999"	205
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2000"	"2000"	221
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2001"	"2001"	232
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2002"	"2002"	208
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2003"	"2003"	224
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2004"	"2004"	265
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2005"	"2005"	279
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2006"	"2006"	280
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2007"	"2007"	295
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2008"	"2008"	319
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2009"	"2009"	332
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2010"	"2010"	374
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2011"	"2011"	303
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2012"	"2012"	354
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2013"	"2013"	329
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2003"	"2003"	75
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2004"	"2004"	78
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2005"	"2005"	71
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2006"	"2006"	82
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2007"	"2007"	92
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2008"	"2008"	90
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2009"	"2009"	109
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2010"	"2010"	65
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2011"	"2011"	72
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2012"	"2012"	91
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chattanooga, TN-GA  "	"16860"	"2013"	"2013"	101
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"1999"	"1999"	1245
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2000"	"2000"	1260
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2001"	"2001"	1311
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2002"	"2002"	1397
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2003"	"2003"	1414
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2004"	"2004"	1373
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2005"	"2005"	1407
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2006"	"2006"	1312
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2007"	"2007"	1354
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2008"	"2008"	1417
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2009"	"2009"	1515
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2010"	"2010"	1408
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	1422
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	1400
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	1542
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"1999"	"1999"	342
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2000"	"2000"	274
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2001"	"2001"	235
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2002"	"2002"	276
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2003"	"2003"	291
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2004"	"2004"	268
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2005"	"2005"	300
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2006"	"2006"	296
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2007"	"2007"	294
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2008"	"2008"	324
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	330
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	334
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	325
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	355
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	351
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	414
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	448
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	441
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	428
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	447
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	386
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	417
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	459
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	454
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	428
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	440
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	455
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	429
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	460
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	434
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"1999"	"1999"	53
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2000"	"2000"	63
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2001"	"2001"	67
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2002"	"2002"	64
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2003"	"2003"	62
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2004"	"2004"	72
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2005"	"2005"	67
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2006"	"2006"	69
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2007"	"2007"	88
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2008"	"2008"	70
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2009"	"2009"	94
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2010"	"2010"	89
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2011"	"2011"	92
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2012"	"2012"	84
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Colorado Springs, CO  "	"17820"	"2013"	"2013"	104
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"1999"	"1999"	71
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2000"	"2000"	70
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2001"	"2001"	70
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2002"	"2002"	82
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2003"	"2003"	74
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2004"	"2004"	100
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2005"	"2005"	86
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2006"	"2006"	98
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2007"	"2007"	91
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2008"	"2008"	89
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2009"	"2009"	86
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2010"	"2010"	114
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2011"	"2011"	90
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2012"	"2012"	103
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbia, SC  "	"17900"	"2013"	"2013"	89
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"1999"	"1999"	222
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2000"	"2000"	220
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2001"	"2001"	220
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2002"	"2002"	216
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2003"	"2003"	222
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2004"	"2004"	241
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2005"	"2005"	240
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2006"	"2006"	214
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2007"	"2007"	256
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2008"	"2008"	283
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2009"	"2009"	306
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2010"	"2010"	261
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2011"	"2011"	257
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2012"	"2012"	289
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Columbus, OH  "	"18140"	"2013"	"2013"	302
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	423
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	445
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	488
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	525
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	526
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	562
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	570
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	554
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	628
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	643
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	677
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	708
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	686
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	761
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	784
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"1999"	"1999"	139
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2000"	"2000"	126
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2001"	"2001"	144
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2002"	"2002"	118
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2003"	"2003"	114
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2004"	"2004"	113
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2005"	"2005"	136
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2006"	"2006"	133
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2007"	"2007"	146
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2008"	"2008"	156
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2009"	"2009"	169
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2010"	"2010"	142
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2011"	"2011"	161
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2012"	"2012"	158
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Dayton, OH  "	"19380"	"2013"	"2013"	148
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"1999"	"1999"	173
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2000"	"2000"	154
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2001"	"2001"	182
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2002"	"2002"	147
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2003"	"2003"	128
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2004"	"2004"	153
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2005"	"2005"	150
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2006"	"2006"	140
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2007"	"2007"	192
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2008"	"2008"	131
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2009"	"2009"	166
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2010"	"2010"	153
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2011"	"2011"	170
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2012"	"2012"	126
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2013"	"2013"	136
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2002"	"2002"	258
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2003"	"2003"	268
	"Urinary Bladder invasive and in situ"	"29010"	"Male"	"M"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2004"	"2004"	279
