"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2013"	"2013"	"75-79 years"	"75-79"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2013"	"2013"	"80-84 years"	"80-84"	35
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2013"	"2013"	"85+ years"	"85+"	50
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"1999"	"1999"	"70-74 years"	"70-74"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"1999"	"1999"	"75-79 years"	"75-79"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"1999"	"1999"	"80-84 years"	"80-84"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2000"	"2000"	"75-79 years"	"75-79"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2000"	"2000"	"80-84 years"	"80-84"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2000"	"2000"	"85+ years"	"85+"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2001"	"2001"	"80-84 years"	"80-84"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2002"	"2002"	"70-74 years"	"70-74"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2002"	"2002"	"75-79 years"	"75-79"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2002"	"2002"	"80-84 years"	"80-84"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2002"	"2002"	"85+ years"	"85+"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2003"	"2003"	"75-79 years"	"75-79"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2003"	"2003"	"80-84 years"	"80-84"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2003"	"2003"	"85+ years"	"85+"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2004"	"2004"	"85+ years"	"85+"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2005"	"2005"	"75-79 years"	"75-79"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2005"	"2005"	"80-84 years"	"80-84"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2005"	"2005"	"85+ years"	"85+"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2006"	"2006"	"75-79 years"	"75-79"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2006"	"2006"	"80-84 years"	"80-84"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2006"	"2006"	"85+ years"	"85+"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2007"	"2007"	"70-74 years"	"70-74"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2007"	"2007"	"75-79 years"	"75-79"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2007"	"2007"	"80-84 years"	"80-84"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2007"	"2007"	"85+ years"	"85+"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2008"	"2008"	"75-79 years"	"75-79"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2008"	"2008"	"80-84 years"	"80-84"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2008"	"2008"	"85+ years"	"85+"	39
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2009"	"2009"	"75-79 years"	"75-79"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2009"	"2009"	"80-84 years"	"80-84"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2009"	"2009"	"85+ years"	"85+"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2010"	"2010"	"85+ years"	"85+"	32
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2011"	"2011"	"75-79 years"	"75-79"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2011"	"2011"	"85+ years"	"85+"	35
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2012"	"2012"	"80-84 years"	"80-84"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2012"	"2012"	"85+ years"	"85+"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2013"	"2013"	"80-84 years"	"80-84"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2013"	"2013"	"85+ years"	"85+"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"1999"	"1999"	"65-69 years"	"65-69"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"1999"	"1999"	"70-74 years"	"70-74"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"1999"	"1999"	"75-79 years"	"75-79"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"1999"	"1999"	"80-84 years"	"80-84"	36
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"1999"	"1999"	"85+ years"	"85+"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2000"	"2000"	"70-74 years"	"70-74"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2000"	"2000"	"75-79 years"	"75-79"	35
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2000"	"2000"	"80-84 years"	"80-84"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2000"	"2000"	"85+ years"	"85+"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2001"	"2001"	"70-74 years"	"70-74"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2001"	"2001"	"75-79 years"	"75-79"	33
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2001"	"2001"	"80-84 years"	"80-84"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2001"	"2001"	"85+ years"	"85+"	35
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2002"	"2002"	"70-74 years"	"70-74"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2002"	"2002"	"75-79 years"	"75-79"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2002"	"2002"	"80-84 years"	"80-84"	32
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2002"	"2002"	"85+ years"	"85+"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2003"	"2003"	"70-74 years"	"70-74"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2003"	"2003"	"75-79 years"	"75-79"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2003"	"2003"	"80-84 years"	"80-84"	38
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2003"	"2003"	"85+ years"	"85+"	30
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2004"	"2004"	"70-74 years"	"70-74"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2004"	"2004"	"75-79 years"	"75-79"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2004"	"2004"	"80-84 years"	"80-84"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2004"	"2004"	"85+ years"	"85+"	35
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2005"	"2005"	"70-74 years"	"70-74"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2005"	"2005"	"75-79 years"	"75-79"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2005"	"2005"	"80-84 years"	"80-84"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2005"	"2005"	"85+ years"	"85+"	33
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2006"	"2006"	"75-79 years"	"75-79"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2006"	"2006"	"80-84 years"	"80-84"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2006"	"2006"	"85+ years"	"85+"	43
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2007"	"2007"	"75-79 years"	"75-79"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2007"	"2007"	"80-84 years"	"80-84"	35
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2007"	"2007"	"85+ years"	"85+"	43
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2008"	"2008"	"75-79 years"	"75-79"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2008"	"2008"	"80-84 years"	"80-84"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2008"	"2008"	"85+ years"	"85+"	34
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2009"	"2009"	"75-79 years"	"75-79"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2009"	"2009"	"80-84 years"	"80-84"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2009"	"2009"	"85+ years"	"85+"	32
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2010"	"2010"	"75-79 years"	"75-79"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2010"	"2010"	"80-84 years"	"80-84"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2010"	"2010"	"85+ years"	"85+"	38
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2011"	"2011"	"80-84 years"	"80-84"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2011"	"2011"	"85+ years"	"85+"	34
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2012"	"2012"	"75-79 years"	"75-79"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2012"	"2012"	"80-84 years"	"80-84"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2012"	"2012"	"85+ years"	"85+"	36
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2013"	"2013"	"80-84 years"	"80-84"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Pittsburgh, PA  "	"38300"	"2013"	"2013"	"85+ years"	"85+"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"1999"	"1999"	"75-79 years"	"75-79"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"1999"	"1999"	"85+ years"	"85+"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2000"	"2000"	"85+ years"	"85+"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2001"	"2001"	"75-79 years"	"75-79"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2001"	"2001"	"80-84 years"	"80-84"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2001"	"2001"	"85+ years"	"85+"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2002"	"2002"	"80-84 years"	"80-84"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2002"	"2002"	"85+ years"	"85+"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2005"	"2005"	"80-84 years"	"80-84"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2005"	"2005"	"85+ years"	"85+"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2006"	"2006"	"85+ years"	"85+"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2007"	"2007"	"85+ years"	"85+"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2009"	"2009"	"85+ years"	"85+"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2010"	"2010"	"85+ years"	"85+"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2012"	"2012"	"85+ years"	"85+"	33
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2013"	"2013"	"85+ years"	"85+"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"1999"	"1999"	"75-79 years"	"75-79"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"1999"	"1999"	"85+ years"	"85+"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2000"	"2000"	"75-79 years"	"75-79"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2000"	"2000"	"80-84 years"	"80-84"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2000"	"2000"	"85+ years"	"85+"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2001"	"2001"	"75-79 years"	"75-79"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2001"	"2001"	"80-84 years"	"80-84"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2001"	"2001"	"85+ years"	"85+"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2002"	"2002"	"85+ years"	"85+"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2003"	"2003"	"75-79 years"	"75-79"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2003"	"2003"	"85+ years"	"85+"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2004"	"2004"	"85+ years"	"85+"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2005"	"2005"	"85+ years"	"85+"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2007"	"2007"	"85+ years"	"85+"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2009"	"2009"	"85+ years"	"85+"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2010"	"2010"	"85+ years"	"85+"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2011"	"2011"	"85+ years"	"85+"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2012"	"2012"	"85+ years"	"85+"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Providence-Warwick, RI-MA  "	"39300"	"2013"	"2013"	"85+ years"	"85+"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"1999"	"1999"	"70-74 years"	"70-74"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2000"	"2000"	"80-84 years"	"80-84"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2000"	"2000"	"85+ years"	"85+"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2001"	"2001"	"75-79 years"	"75-79"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2001"	"2001"	"85+ years"	"85+"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2002"	"2002"	"80-84 years"	"80-84"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2003"	"2003"	"70-74 years"	"70-74"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2003"	"2003"	"85+ years"	"85+"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2004"	"2004"	"70-74 years"	"70-74"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2004"	"2004"	"75-79 years"	"75-79"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2004"	"2004"	"80-84 years"	"80-84"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2005"	"2005"	"75-79 years"	"75-79"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2005"	"2005"	"85+ years"	"85+"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2006"	"2006"	"80-84 years"	"80-84"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2006"	"2006"	"85+ years"	"85+"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2007"	"2007"	"75-79 years"	"75-79"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2007"	"2007"	"80-84 years"	"80-84"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2007"	"2007"	"85+ years"	"85+"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2008"	"2008"	"65-69 years"	"65-69"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2008"	"2008"	"75-79 years"	"75-79"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2008"	"2008"	"85+ years"	"85+"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2009"	"2009"	"80-84 years"	"80-84"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2009"	"2009"	"85+ years"	"85+"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2010"	"2010"	"80-84 years"	"80-84"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2011"	"2011"	"85+ years"	"85+"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2012"	"2012"	"70-74 years"	"70-74"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2012"	"2012"	"80-84 years"	"80-84"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2013"	"2013"	"85+ years"	"85+"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2000"	"2000"	"75-79 years"	"75-79"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2008"	"2008"	"85+ years"	"85+"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2009"	"2009"	"85+ years"	"85+"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2010"	"2010"	"85+ years"	"85+"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2011"	"2011"	"75-79 years"	"75-79"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2012"	"2012"	"85+ years"	"85+"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"1999"	"1999"	"75-79 years"	"75-79"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"1999"	"1999"	"80-84 years"	"80-84"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2000"	"2000"	"75-79 years"	"75-79"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2000"	"2000"	"80-84 years"	"80-84"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2000"	"2000"	"85+ years"	"85+"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2001"	"2001"	"75-79 years"	"75-79"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2001"	"2001"	"80-84 years"	"80-84"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2001"	"2001"	"85+ years"	"85+"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2002"	"2002"	"70-74 years"	"70-74"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2002"	"2002"	"75-79 years"	"75-79"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2002"	"2002"	"80-84 years"	"80-84"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2002"	"2002"	"85+ years"	"85+"	34
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2003"	"2003"	"75-79 years"	"75-79"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2003"	"2003"	"80-84 years"	"80-84"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2003"	"2003"	"85+ years"	"85+"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2004"	"2004"	"80-84 years"	"80-84"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2004"	"2004"	"85+ years"	"85+"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2005"	"2005"	"75-79 years"	"75-79"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" St. Louis, MO-IL  "	"41180"	"2005"	"2005"	"80-84 years"	"80-84"	21
