"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Pancreas"	"21100"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2008"	"2008"	"Female"	"F"	56
	"Pancreas"	"21100"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2009"	"2009"	"Female"	"F"	61
	"Pancreas"	"21100"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2010"	"2010"	"Female"	"F"	50
	"Pancreas"	"21100"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2011"	"2011"	"Female"	"F"	56
	"Pancreas"	"21100"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2012"	"2012"	"Female"	"F"	68
	"Pancreas"	"21100"	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"2013"	"2013"	"Female"	"F"	54
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"1999"	"1999"	"Female"	"F"	96
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2000"	"2000"	"Female"	"F"	80
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2001"	"2001"	"Female"	"F"	93
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2002"	"2002"	"Female"	"F"	85
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2003"	"2003"	"Female"	"F"	85
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2004"	"2004"	"Female"	"F"	80
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2005"	"2005"	"Female"	"F"	96
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2006"	"2006"	"Female"	"F"	85
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2007"	"2007"	"Female"	"F"	87
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2008"	"2008"	"Female"	"F"	92
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2009"	"2009"	"Female"	"F"	95
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2010"	"2010"	"Female"	"F"	68
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2011"	"2011"	"Female"	"F"	83
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2012"	"2012"	"Female"	"F"	93
	"Pancreas"	"21100"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2013"	"2013"	"Female"	"F"	97
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"1999"	"1999"	"Female"	"F"	35
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2000"	"2000"	"Female"	"F"	26
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2001"	"2001"	"Female"	"F"	39
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2002"	"2002"	"Female"	"F"	30
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2003"	"2003"	"Female"	"F"	34
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2004"	"2004"	"Female"	"F"	41
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2005"	"2005"	"Female"	"F"	32
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2006"	"2006"	"Female"	"F"	34
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2007"	"2007"	"Female"	"F"	39
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2008"	"2008"	"Female"	"F"	46
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2009"	"2009"	"Female"	"F"	36
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2010"	"2010"	"Female"	"F"	58
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2011"	"2011"	"Female"	"F"	58
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2012"	"2012"	"Female"	"F"	40
	"Pancreas"	"21100"	" Cape Coral-Fort Myers, FL  "	"15980"	"2013"	"2013"	"Female"	"F"	40
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"1999"	"1999"	"Female"	"F"	34
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2000"	"2000"	"Female"	"F"	35
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2001"	"2001"	"Female"	"F"	23
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2002"	"2002"	"Female"	"F"	31
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2003"	"2003"	"Female"	"F"	33
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2004"	"2004"	"Female"	"F"	31
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2005"	"2005"	"Female"	"F"	26
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2006"	"2006"	"Female"	"F"	34
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2007"	"2007"	"Female"	"F"	41
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2008"	"2008"	"Female"	"F"	31
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2009"	"2009"	"Female"	"F"	45
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2010"	"2010"	"Female"	"F"	38
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2011"	"2011"	"Female"	"F"	47
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2012"	"2012"	"Female"	"F"	51
	"Pancreas"	"21100"	" Charleston-North Charleston, SC  "	"16700"	"2013"	"2013"	"Female"	"F"	38
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"1999"	"1999"	"Female"	"F"	61
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2000"	"2000"	"Female"	"F"	80
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2001"	"2001"	"Female"	"F"	79
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2002"	"2002"	"Female"	"F"	90
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2003"	"2003"	"Female"	"F"	65
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2004"	"2004"	"Female"	"F"	86
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2005"	"2005"	"Female"	"F"	99
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2006"	"2006"	"Female"	"F"	92
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2007"	"2007"	"Female"	"F"	92
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2008"	"2008"	"Female"	"F"	104
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2009"	"2009"	"Female"	"F"	81
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2010"	"2010"	"Female"	"F"	124
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2011"	"2011"	"Female"	"F"	113
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2012"	"2012"	"Female"	"F"	124
	"Pancreas"	"21100"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2013"	"2013"	"Female"	"F"	122
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"1999"	"1999"	"Female"	"F"	24
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2000"	"2000"	"Female"	"F"	24
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2001"	"2001"	"Female"	"F"	38
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2002"	"2002"	"Female"	"F"	28
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2003"	"2003"	"Female"	"F"	30
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2004"	"2004"	"Female"	"F"	24
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2005"	"2005"	"Female"	"F"	35
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2006"	"2006"	"Female"	"F"	26
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2007"	"2007"	"Female"	"F"	27
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2008"	"2008"	"Female"	"F"	34
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2009"	"2009"	"Female"	"F"	37
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2010"	"2010"	"Female"	"F"	29
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2011"	"2011"	"Female"	"F"	29
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2012"	"2012"	"Female"	"F"	33
	"Pancreas"	"21100"	" Chattanooga, TN-GA  "	"16860"	"2013"	"2013"	"Female"	"F"	43
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"1999"	"1999"	"Female"	"F"	485
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2000"	"2000"	"Female"	"F"	510
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2001"	"2001"	"Female"	"F"	493
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2002"	"2002"	"Female"	"F"	540
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2003"	"2003"	"Female"	"F"	470
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2004"	"2004"	"Female"	"F"	526
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2005"	"2005"	"Female"	"F"	556
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2006"	"2006"	"Female"	"F"	552
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2007"	"2007"	"Female"	"F"	530
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2008"	"2008"	"Female"	"F"	543
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2009"	"2009"	"Female"	"F"	592
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2010"	"2010"	"Female"	"F"	562
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	"Female"	"F"	568
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	"Female"	"F"	540
	"Pancreas"	"21100"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	"Female"	"F"	541
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"1999"	"1999"	"Female"	"F"	99
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2000"	"2000"	"Female"	"F"	103
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2001"	"2001"	"Female"	"F"	87
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2002"	"2002"	"Female"	"F"	102
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2003"	"2003"	"Female"	"F"	116
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2004"	"2004"	"Female"	"F"	103
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2005"	"2005"	"Female"	"F"	114
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2006"	"2006"	"Female"	"F"	107
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2007"	"2007"	"Female"	"F"	118
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2008"	"2008"	"Female"	"F"	113
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	"Female"	"F"	145
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	"Female"	"F"	118
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	"Female"	"F"	100
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	"Female"	"F"	107
	"Pancreas"	"21100"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	"Female"	"F"	143
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	"Female"	"F"	147
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	"Female"	"F"	138
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	"Female"	"F"	169
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	"Female"	"F"	138
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	"Female"	"F"	146
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	"Female"	"F"	169
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	"Female"	"F"	161
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	"Female"	"F"	161
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	"Female"	"F"	153
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	"Female"	"F"	187
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	"Female"	"F"	157
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	"Female"	"F"	177
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	"Female"	"F"	195
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	"Female"	"F"	182
	"Pancreas"	"21100"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	"Female"	"F"	174
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2000"	"2000"	"Female"	"F"	16
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2001"	"2001"	"Female"	"F"	20
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2002"	"2002"	"Female"	"F"	24
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2004"	"2004"	"Female"	"F"	29
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2005"	"2005"	"Female"	"F"	25
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2006"	"2006"	"Female"	"F"	32
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2007"	"2007"	"Female"	"F"	27
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2008"	"2008"	"Female"	"F"	28
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2009"	"2009"	"Female"	"F"	32
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2010"	"2010"	"Female"	"F"	31
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2011"	"2011"	"Female"	"F"	26
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2012"	"2012"	"Female"	"F"	27
	"Pancreas"	"21100"	" Colorado Springs, CO  "	"17820"	"2013"	"2013"	"Female"	"F"	35
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"1999"	"1999"	"Female"	"F"	30
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2000"	"2000"	"Female"	"F"	23
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2001"	"2001"	"Female"	"F"	34
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2002"	"2002"	"Female"	"F"	32
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2003"	"2003"	"Female"	"F"	40
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2004"	"2004"	"Female"	"F"	28
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2005"	"2005"	"Female"	"F"	31
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2006"	"2006"	"Female"	"F"	33
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2007"	"2007"	"Female"	"F"	43
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2008"	"2008"	"Female"	"F"	43
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2009"	"2009"	"Female"	"F"	50
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2010"	"2010"	"Female"	"F"	39
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2011"	"2011"	"Female"	"F"	38
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2012"	"2012"	"Female"	"F"	33
	"Pancreas"	"21100"	" Columbia, SC  "	"17900"	"2013"	"2013"	"Female"	"F"	36
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"1999"	"1999"	"Female"	"F"	57
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2000"	"2000"	"Female"	"F"	78
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2001"	"2001"	"Female"	"F"	76
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2002"	"2002"	"Female"	"F"	77
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2003"	"2003"	"Female"	"F"	91
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2004"	"2004"	"Female"	"F"	79
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2005"	"2005"	"Female"	"F"	68
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2006"	"2006"	"Female"	"F"	90
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2007"	"2007"	"Female"	"F"	87
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2008"	"2008"	"Female"	"F"	78
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2009"	"2009"	"Female"	"F"	91
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2010"	"2010"	"Female"	"F"	81
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2011"	"2011"	"Female"	"F"	86
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2012"	"2012"	"Female"	"F"	103
	"Pancreas"	"21100"	" Columbus, OH  "	"18140"	"2013"	"2013"	"Female"	"F"	105
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	"Female"	"F"	199
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	"Female"	"F"	171
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	"Female"	"F"	179
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	"Female"	"F"	199
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	"Female"	"F"	186
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	"Female"	"F"	220
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	"Female"	"F"	227
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	"Female"	"F"	251
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	"Female"	"F"	228
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	"Female"	"F"	217
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	"Female"	"F"	270
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	"Female"	"F"	266
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	"Female"	"F"	260
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	"Female"	"F"	250
	"Pancreas"	"21100"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	"Female"	"F"	269
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"1999"	"1999"	"Female"	"F"	36
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2000"	"2000"	"Female"	"F"	45
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2001"	"2001"	"Female"	"F"	29
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2002"	"2002"	"Female"	"F"	49
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2003"	"2003"	"Female"	"F"	46
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2004"	"2004"	"Female"	"F"	52
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2005"	"2005"	"Female"	"F"	47
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2006"	"2006"	"Female"	"F"	42
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2007"	"2007"	"Female"	"F"	49
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2008"	"2008"	"Female"	"F"	50
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2009"	"2009"	"Female"	"F"	44
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2010"	"2010"	"Female"	"F"	63
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2011"	"2011"	"Female"	"F"	36
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2012"	"2012"	"Female"	"F"	52
	"Pancreas"	"21100"	" Dayton, OH  "	"19380"	"2013"	"2013"	"Female"	"F"	53
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"1999"	"1999"	"Female"	"F"	33
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2000"	"2000"	"Female"	"F"	41
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2001"	"2001"	"Female"	"F"	50
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2002"	"2002"	"Female"	"F"	36
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2003"	"2003"	"Female"	"F"	42
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2004"	"2004"	"Female"	"F"	38
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2005"	"2005"	"Female"	"F"	44
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2006"	"2006"	"Female"	"F"	50
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2007"	"2007"	"Female"	"F"	49
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2008"	"2008"	"Female"	"F"	44
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2009"	"2009"	"Female"	"F"	44
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2010"	"2010"	"Female"	"F"	48
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2011"	"2011"	"Female"	"F"	54
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2012"	"2012"	"Female"	"F"	54
	"Pancreas"	"21100"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2013"	"2013"	"Female"	"F"	48
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2002"	"2002"	"Female"	"F"	89
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2003"	"2003"	"Female"	"F"	98
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2004"	"2004"	"Female"	"F"	87
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2005"	"2005"	"Female"	"F"	98
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2006"	"2006"	"Female"	"F"	93
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2007"	"2007"	"Female"	"F"	127
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2008"	"2008"	"Female"	"F"	113
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2009"	"2009"	"Female"	"F"	109
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2010"	"2010"	"Female"	"F"	111
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2011"	"2011"	"Female"	"F"	123
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2012"	"2012"	"Female"	"F"	120
	"Pancreas"	"21100"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2013"	"2013"	"Female"	"F"	116
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"1999"	"1999"	"Female"	"F"	19
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2000"	"2000"	"Female"	"F"	22
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2001"	"2001"	"Female"	"F"	26
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2002"	"2002"	"Female"	"F"	26
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2003"	"2003"	"Female"	"F"	36
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2004"	"2004"	"Female"	"F"	25
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2005"	"2005"	"Female"	"F"	26
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2006"	"2006"	"Female"	"F"	30
